order_id,customer_id,store_id,order_date,total_amount
ORD-00087,CUST-013,ST-CA-002,2021-09-18,250.00
ORD-00088,CUST-013,ST-TX-002,2022-03-27,100.00
ORD-00089,CUST-013,ST-NY-001,2023-02-27,160.00
ORD-00090,CUST-013,ST-TX-001,2025-03-20,75.00
ORD-00091,CUST-014,ST-TX-001,2024-12-22,270.00
ORD-00092,CUST-014,ST-TX-001,2025-01-04,75.00
ORD-00093,CUST-014,ST-NY-001,2025-01-28,160.00
ORD-00094,CUST-014,ST-FL-001,2025-03-08,115.00
ORD-00095,CUST-014,ST-CA-002,2025-03-22,75.00
ORD-00096,CUST-014,ST-PA-001,2025-03-25,180.00
ORD-00097,CUST-014,ST-TX-002,2025-04-22,165.00
ORD-00098,CUST-014,ST-PA-002,2026-04-02,85.00
ORD-00099,CUST-015,ST-PA-002,2025-01-06,160.00
ORD-00100,CUST-015,ST-FL-001,2025-02-10,115.00
ORD-00101,CUST-015,ST-CA-001,2025-02-12,98.97
ORD-00102,CUST-015,ST-NY-001,2025-03-28,260.00
ORD-00103,CUST-015,ST-TX-001,2025-05-12,75.00
ORD-00104,CUST-015,ST-CA-002,2025-05-22,155.00
ORD-00105,CUST-015,ST-TX-002,2025-08-27,160.00
ORD-00106,CUST-015,ST-CA-002,2026-02-02,140.00
ORD-00107,CUST-015,ST-TX-002,2026-02-28,115.00
ORD-00108,CUST-015,ST-PA-001,2026-04-26,160.00
ORD-00109,CUST-015,ST-CA-002,2026-04-30,60.00
ORD-00110,CUST-016,ST-TX-001,2016-10-04,75.00
ORD-00111,CUST-016,ST-NY-001,2022-03-31,155.00
ORD-00112,CUST-016,ST-CA-002,2026-01-06,160.00
ORD-00113,CUST-017,ST-CA-001,2025-02-01,130.00
ORD-00114,CUST-017,ST-TX-002,2025-07-17,160.00
ORD-00115,CUST-017,ST-TX-002,2025-08-03,150.00
ORD-00116,CUST-017,ST-CA-001,2025-08-06,115.00
ORD-00117,CUST-017,ST-PA-001,2025-09-18,160.00
ORD-00118,CUST-017,ST-TX-002,2025-10-15,140.00
ORD-00119,CUST-017,ST-CA-001,2025-10-30,140.00
ORD-00120,CUST-017,ST-CA-001,2025-11-09,160.00
ORD-00121,CUST-017,ST-CA-001,2026-01-30,160.00
ORD-00122,CUST-017,ST-CA-001,2026-06-02,115.00
ORD-00123,CUST-018,ST-PA-002,2018-04-27,180.00
ORD-00124,CUST-018,ST-NY-001,2019-03-05,115.00
ORD-00125,CUST-018,ST-CA-001,2019-04-27,140.00
ORD-00126,CUST-018,ST-TX-002,2020-04-19,100.00
ORD-00127,CUST-018,ST-NY-001,2020-06-17,160.00
ORD-00128,CUST-018,ST-PA-002,2020-07-27,60.00
ORD-00129,CUST-018,ST-TX-002,2021-06-07,140.00
ORD-00130,CUST-018,ST-TX-001,2022-06-19,60.00
ORD-00131,CUST-018,ST-FL-001,2023-11-03,115.00
ORD-00132,CUST-018,ST-FL-001,2024-09-21,75.00
ORD-00133,CUST-018,ST-NY-001,2025-10-16,150.00
ORD-00134,CUST-018,ST-PA-002,2025-11-14,115.00
ORD-00135,CUST-019,ST-PA-002,2026-05-21,260.00
ORD-00136,CUST-019,ST-TX-001,2026-05-24,160.00
ORD-00137,CUST-019,ST-CA-002,2026-05-24,170.00
ORD-00138,CUST-019,ST-PA-001,2026-05-24,180.00
ORD-00139,CUST-019,ST-CA-002,2026-05-31,165.00
ORD-00140,CUST-019,ST-PA-002,2026-05-31,250.00
ORD-00141,CUST-019,ST-FL-001,2026-06-03,140.00
ORD-00142,CUST-019,ST-TX-002,2026-06-04,115.00
ORD-00143,CUST-019,ST-NY-001,2026-06-04,140.00
ORD-00144,CUST-019,ST-TX-002,2026-06-06,75.00
ORD-00145,CUST-019,ST-CA-002,2026-06-09,140.00
ORD-00146,CUST-020,ST-PA-001,2025-01-29,270.00
ORD-00147,CUST-020,ST-NY-001,2025-02-14,260.00
ORD-00148,CUST-020,ST-TX-001,2025-02-28,75.00
ORD-00149,CUST-020,ST-PA-002,2025-08-05,165.00
ORD-00150,CUST-020,ST-FL-001,2025-11-03,140.00
ORD-00151,CUST-020,ST-CA-001,2026-02-06,75.00
ORD-00152,CUST-020,ST-CA-002,2026-03-03,170.00
ORD-00153,CUST-020,ST-FL-001,2026-03-31,180.00
ORD-00154,CUST-020,ST-TX-002,2026-05-18,160.00
ORD-00155,CUST-021,ST-FL-001,2021-08-03,115.00
ORD-00156,CUST-021,ST-PA-002,2024-03-03,160.00
ORD-00157,CUST-021,ST-CA-001,2024-05-23,165.00
ORD-00158,CUST-021,ST-CA-001,2025-04-11,160.00
ORD-00159,CUST-021,ST-NY-001,2025-05-19,75.00
ORD-00160,CUST-021,ST-CA-001,2025-12-02,98.97
ORD-00161,CUST-021,ST-TX-002,2026-01-29,150.00
ORD-00162,CUST-021,ST-PA-001,2026-02-04,295.00
ORD-00163,CUST-021,ST-PA-002,2026-04-07,180.00
ORD-00164,CUST-022,ST-FL-001,2025-05-31,140.00
ORD-00165,CUST-022,ST-TX-002,2025-07-22,170.00
ORD-00166,CUST-022,ST-CA-002,2025-07-31,260.00
ORD-00167,CUST-022,ST-TX-002,2025-10-15,170.00
ORD-00168,CUST-022,ST-PA-001,2025-11-08,115.00
ORD-00169,CUST-022,ST-CA-002,2026-04-05,160.00
ORD-00170,CUST-023,ST-TX-002,2025-11-01,140.00
ORD-00171,CUST-023,ST-TX-001,2025-11-06,98.97
ORD-00172,CUST-023,ST-FL-001,2025-11-14,160.00
ORD-00173,CUST-023,ST-TX-002,2025-11-23,140.00
ORD-00174,CUST-023,ST-NY-001,2025-12-14,75.00
ORD-00175,CUST-023,ST-PA-001,2025-12-20,165.00
ORD-00176,CUST-023,ST-FL-001,2025-12-22,140.00
ORD-00177,CUST-023,ST-CA-001,2025-12-27,130.00
ORD-00178,CUST-023,ST-CA-001,2026-02-11,115.00
ORD-00179,CUST-023,ST-TX-001,2026-04-22,75.00
ORD-00180,CUST-024,ST-PA-001,2023-02-21,230.00
ORD-00181,CUST-024,ST-NY-001,2023-03-03,115.00
ORD-00182,CUST-024,ST-FL-001,2023-03-22,180.00
ORD-00183,CUST-024,ST-TX-002,2025-02-19,85.00
ORD-00184,CUST-024,ST-TX-002,2025-06-05,140.00
ORD-00185,CUST-024,ST-TX-001,2025-07-03,160.00
ORD-00186,CUST-024,ST-TX-001,2025-12-04,140.00
ORD-00187,CUST-024,ST-TX-002,2026-03-26,295.00
ORD-00188,CUST-025,ST-PA-002,2026-04-24,140.00
ORD-00189,CUST-025,ST-FL-001,2026-04-28,115.00
ORD-00190,CUST-025,ST-TX-001,2026-04-30,140.00
ORD-00191,CUST-025,ST-CA-001,2026-05-02,140.00
ORD-00192,CUST-025,ST-PA-002,2026-05-08,260.00
ORD-00193,CUST-025,ST-TX-002,2026-05-15,75.00
ORD-00194,CUST-025,ST-PA-002,2026-05-25,100.00
ORD-00195,CUST-025,ST-TX-001,2026-06-07,78.00
ORD-00196,CUST-025,ST-TX-001,2026-06-09,115.00
ORD-00197,CUST-025,ST-CA-002,2026-06-12,75.00
ORD-00198,CUST-026,ST-TX-001,2024-10-28,140.00
ORD-00199,CUST-026,ST-TX-001,2025-02-06,98.97
ORD-00200,CUST-026,ST-NY-001,2025-04-15,160.00
ORD-00201,CUST-026,ST-PA-001,2025-04-16,115.00
ORD-00202,CUST-026,ST-TX-002,2025-09-23,75.00
ORD-00203,CUST-026,ST-TX-002,2026-03-08,295.00
ORD-00204,CUST-026,ST-NY-001,2026-03-09,75.00
ORD-00205,CUST-026,ST-CA-002,2026-04-04,115.00
ORD-00206,CUST-027,ST-PA-001,2017-11-08,78.00
ORD-00207,CUST-027,ST-PA-002,2018-03-19,125.97
ORD-00208,CUST-027,ST-NY-001,2020-01-03,170.00
ORD-00209,CUST-027,ST-FL-001,2022-07-16,78.00
ORD-00210,CUST-027,ST-PA-002,2022-12-17,160.00
ORD-00211,CUST-027,ST-PA-001,2024-03-23,140.00
ORD-00212,CUST-027,ST-FL-001,2024-04-18,75.00
ORD-00213,CUST-028,ST-CA-001,2024-02-10,140.00
ORD-00214,CUST-028,ST-PA-002,2024-02-11,98.97
ORD-00215,CUST-028,ST-TX-002,2024-04-24,155.00
ORD-00216,CUST-028,ST-FL-001,2024-05-27,60.00
ORD-00217,CUST-028,ST-PA-002,2024-08-14,100.00
ORD-00218,CUST-028,ST-PA-002,2025-01-15,98.97
ORD-00219,CUST-028,ST-TX-002,2025-03-04,170.00
ORD-00220,CUST-028,ST-CA-001,2025-03-29,160.00
ORD-00221,CUST-028,ST-PA-001,2025-04-02,75.00
ORD-00222,CUST-028,ST-CA-001,2025-06-17,100.00
ORD-00223,CUST-028,ST-TX-001,2026-03-25,140.00
ORD-00224,CUST-028,ST-TX-002,2026-05-20,78.00
ORD-00225,CUST-029,ST-PA-001,2018-04-20,295.00
ORD-00226,CUST-029,ST-CA-001,2018-06-09,260.00
ORD-00227,CUST-029,ST-NY-001,2019-01-18,75.00
ORD-00228,CUST-029,ST-CA-001,2019-02-25,75.00
ORD-00229,CUST-029,ST-CA-002,2020-01-19,230.00
ORD-00230,CUST-029,ST-TX-002,2022-04-20,270.00
ORD-00231,CUST-029,ST-CA-002,2026-06-02,250.00
ORD-00232,CUST-030,ST-TX-001,2023-12-30,160.00
ORD-00233,CUST-030,ST-PA-002,2024-05-21,98.97
ORD-00234,CUST-030,ST-FL-001,2025-01-26,75.00
ORD-00235,CUST-030,ST-FL-001,2025-05-07,180.00
ORD-00236,CUST-030,ST-CA-002,2025-07-08,115.00
ORD-00237,CUST-030,ST-NY-001,2025-12-27,180.00
ORD-00238,CUST-031,ST-TX-002,2024-03-01,69.97
ORD-00239,CUST-031,ST-PA-001,2025-04-04,270.00
ORD-00240,CUST-031,ST-TX-002,2026-05-14,180.00
ORD-00241,CUST-032,ST-TX-001,2022-11-28,270.00
ORD-00242,CUST-032,ST-FL-001,2023-08-20,115.00
ORD-00243,CUST-032,ST-CA-002,2023-08-22,260.00
ORD-00244,CUST-032,ST-FL-001,2025-05-08,230.00
ORD-00245,CUST-032,ST-CA-002,2026-04-24,160.00
ORD-00246,CUST-033,ST-TX-001,2024-11-05,140.00
ORD-00247,CUST-033,ST-TX-002,2025-04-25,160.00
ORD-00248,CUST-033,ST-PA-001,2025-05-12,115.00
ORD-00249,CUST-033,ST-PA-002,2025-05-21,230.00
ORD-00250,CUST-033,ST-PA-001,2025-10-05,140.00
ORD-00251,CUST-033,ST-FL-001,2025-11-10,270.00
ORD-00252,CUST-033,ST-PA-002,2026-01-07,125.97
ORD-00253,CUST-033,ST-FL-001,2026-03-03,170.00
ORD-00254,CUST-033,ST-CA-002,2026-04-08,78.00
ORD-00255,CUST-033,ST-PA-001,2026-05-08,180.00
ORD-00256,CUST-034,ST-FL-001,2025-08-30,160.00
ORD-00257,CUST-034,ST-TX-001,2025-09-06,170.00
ORD-00258,CUST-034,ST-TX-002,2025-10-06,140.00
ORD-00259,CUST-034,ST-CA-002,2025-10-16,75.00
ORD-00260,CUST-034,ST-TX-002,2026-02-08,130.00
ORD-00261,CUST-034,ST-FL-001,2026-04-28,170.00
ORD-00262,CUST-035,ST-NY-001,2017-02-15,180.00
ORD-00263,CUST-035,ST-CA-001,2018-04-23,270.00
ORD-00264,CUST-035,ST-NY-001,2021-05-07,140.00
ORD-00265,CUST-035,ST-FL-001,2021-08-12,140.00
ORD-00266,CUST-035,ST-PA-002,2021-10-05,69.97
ORD-00267,CUST-035,ST-PA-001,2022-06-29,140.00
ORD-00268,CUST-035,ST-PA-001,2024-09-15,115.00
ORD-00269,CUST-035,ST-FL-001,2024-09-25,69.97
ORD-00270,CUST-035,ST-PA-001,2025-08-28,270.00
ORD-00271,CUST-036,ST-FL-001,2019-02-21,140.00
ORD-00272,CUST-036,ST-PA-002,2019-05-29,270.00
ORD-00273,CUST-036,ST-TX-002,2019-06-15,78.00
ORD-00274,CUST-036,ST-PA-001,2019-07-04,100.00
ORD-00275,CUST-036,ST-NY-001,2020-11-06,140.00
ORD-00276,CUST-036,ST-TX-001,2020-11-23,140.00
ORD-00277,CUST-036,ST-NY-001,2021-01-31,75.00
ORD-00278,CUST-036,ST-TX-002,2021-10-27,140.00
ORD-00279,CUST-036,ST-FL-001,2022-05-10,180.00
ORD-00280,CUST-036,ST-PA-002,2023-03-28,75.00
ORD-00281,CUST-036,ST-FL-001,2024-12-04,150.00
ORD-00282,CUST-036,ST-CA-002,2025-01-09,230.00
ORD-00283,CUST-037,ST-TX-001,2021-01-04,78.00
ORD-00284,CUST-037,ST-PA-001,2021-03-06,155.00
ORD-00285,CUST-037,ST-TX-002,2021-10-27,295.00
ORD-00286,CUST-037,ST-PA-001,2021-11-04,60.00
ORD-00287,CUST-037,ST-PA-002,2022-08-17,160.00
ORD-00288,CUST-037,ST-TX-001,2024-06-07,115.00
ORD-00289,CUST-037,ST-CA-002,2025-02-07,140.00
ORD-00290,CUST-037,ST-PA-002,2025-06-18,140.00
ORD-00291,CUST-038,ST-FL-001,2025-09-04,180.00
ORD-00292,CUST-038,ST-CA-002,2025-12-31,150.00
ORD-00293,CUST-038,ST-CA-002,2026-02-23,165.00
ORD-00294,CUST-039,ST-FL-001,2021-05-01,75.00
ORD-00295,CUST-039,ST-PA-001,2021-08-05,295.00
ORD-00296,CUST-039,ST-PA-001,2021-08-19,140.00
ORD-00297,CUST-039,ST-CA-001,2022-07-30,230.00
ORD-00298,CUST-039,ST-NY-001,2025-05-29,295.00
ORD-00299,CUST-039,ST-TX-002,2025-07-04,270.00
ORD-00300,CUST-039,ST-NY-001,2025-08-29,115.00
ORD-00301,CUST-039,ST-TX-001,2025-10-26,115.00
ORD-00302,CUST-039,ST-TX-002,2025-12-06,125.97
ORD-00303,CUST-040,ST-NY-001,2018-09-21,75.00
ORD-00304,CUST-040,ST-TX-002,2019-10-06,160.00
ORD-00305,CUST-040,ST-CA-001,2020-12-26,78.00
ORD-00306,CUST-040,ST-NY-001,2021-04-08,60.00
ORD-00307,CUST-040,ST-TX-001,2022-03-05,160.00
ORD-00308,CUST-040,ST-PA-002,2022-05-07,150.00
ORD-00309,CUST-040,ST-CA-002,2022-09-28,69.97
ORD-00310,CUST-040,ST-TX-001,2023-03-06,78.00
ORD-00311,CUST-040,ST-FL-001,2023-05-24,125.97
ORD-00312,CUST-040,ST-CA-002,2025-04-17,125.97
ORD-00313,CUST-040,ST-CA-002,2025-06-20,75.00
ORD-00314,CUST-040,ST-PA-001,2025-09-28,165.00
ORD-00315,CUST-041,ST-TX-002,2019-01-11,270.00
ORD-00316,CUST-041,ST-NY-001,2019-04-08,180.00
ORD-00317,CUST-041,ST-TX-002,2019-05-12,170.00
ORD-00318,CUST-041,ST-CA-001,2019-07-01,180.00
ORD-00319,CUST-041,ST-TX-001,2021-07-26,75.00
ORD-00320,CUST-041,ST-CA-001,2021-12-15,115.00
ORD-00321,CUST-041,ST-PA-001,2022-07-08,100.00
ORD-00322,CUST-041,ST-FL-001,2023-07-27,115.00
ORD-00323,CUST-041,ST-TX-001,2023-08-26,115.00
ORD-00324,CUST-041,ST-FL-001,2024-06-02,115.00
ORD-00325,CUST-041,ST-CA-002,2024-07-07,75.00
ORD-00326,CUST-041,ST-CA-001,2026-01-06,160.00
ORD-00327,CUST-042,ST-PA-001,2023-07-22,75.00
ORD-00328,CUST-042,ST-PA-001,2023-09-21,295.00
ORD-00329,CUST-042,ST-CA-002,2025-01-03,295.00
ORD-00330,CUST-042,ST-CA-001,2025-09-22,125.97
ORD-00331,CUST-042,ST-FL-001,2026-01-01,155.00
ORD-00332,CUST-042,ST-CA-001,2026-01-15,140.00
ORD-00333,CUST-042,ST-PA-001,2026-03-27,115.00
ORD-00334,CUST-042,ST-TX-001,2026-04-04,75.00
ORD-00335,CUST-043,ST-PA-002,2020-08-22,170.00
ORD-00336,CUST-043,ST-PA-001,2022-08-02,140.00
ORD-00337,CUST-043,ST-CA-001,2023-08-02,75.00
ORD-00338,CUST-043,ST-NY-001,2023-10-08,100.00
ORD-00339,CUST-043,ST-NY-001,2024-02-19,85.00
ORD-00340,CUST-043,ST-PA-001,2026-01-11,60.00
ORD-00341,CUST-043,ST-TX-001,2026-06-10,155.00
ORD-00342,CUST-044,ST-PA-002,2021-10-28,260.00
ORD-00343,CUST-044,ST-TX-002,2022-01-10,98.97
ORD-00344,CUST-044,ST-NY-001,2022-07-02,115.00
ORD-00345,CUST-044,ST-TX-001,2022-10-18,160.00
ORD-00346,CUST-044,ST-NY-001,2022-12-18,140.00
ORD-00347,CUST-044,ST-PA-002,2023-10-01,160.00
ORD-00348,CUST-044,ST-TX-002,2024-02-29,78.00
ORD-00349,CUST-044,ST-TX-001,2024-05-21,260.00
ORD-00350,CUST-044,ST-PA-001,2025-03-02,115.00
ORD-00351,CUST-044,ST-FL-001,2026-04-06,125.97
ORD-00352,CUST-044,ST-PA-002,2026-06-01,140.00
ORD-00353,CUST-045,ST-TX-001,2017-08-31,75.00
ORD-00354,CUST-045,ST-TX-002,2021-12-04,125.97
ORD-00355,CUST-045,ST-PA-002,2022-07-22,230.00
ORD-00356,CUST-045,ST-PA-001,2024-10-05,140.00
ORD-00357,CUST-045,ST-CA-001,2025-07-10,115.00
ORD-00358,CUST-046,ST-PA-002,2023-07-30,75.00
ORD-00359,CUST-046,ST-CA-001,2025-02-13,98.97
ORD-00360,CUST-046,ST-PA-002,2025-08-03,125.97
ORD-00361,CUST-046,ST-NY-001,2025-11-21,170.00
ORD-00362,CUST-046,ST-CA-002,2026-01-13,115.00
ORD-00363,CUST-047,ST-PA-002,2021-02-20,100.00
ORD-00364,CUST-047,ST-TX-002,2021-03-03,140.00
ORD-00365,CUST-047,ST-PA-001,2021-07-06,100.00
ORD-00366,CUST-047,ST-CA-001,2022-07-08,295.00
ORD-00367,CUST-047,ST-FL-001,2023-05-09,165.00
ORD-00368,CUST-047,ST-CA-002,2025-07-23,160.00
ORD-00369,CUST-047,ST-TX-002,2026-01-04,140.00
ORD-00370,CUST-047,ST-TX-002,2026-04-21,75.00
ORD-00371,CUST-048,ST-TX-002,2018-06-20,170.00
ORD-00372,CUST-048,ST-TX-002,2018-10-31,140.00
ORD-00373,CUST-048,ST-PA-002,2019-12-19,155.00
ORD-00374,CUST-048,ST-CA-002,2021-09-08,75.00
ORD-00375,CUST-048,ST-TX-001,2024-07-31,60.00
ORD-00376,CUST-049,ST-PA-002,2018-11-22,160.00
ORD-00377,CUST-049,ST-CA-001,2019-03-31,140.00
ORD-00378,CUST-049,ST-PA-002,2021-08-14,165.00
ORD-00379,CUST-049,ST-CA-002,2022-04-30,140.00
ORD-00380,CUST-050,ST-PA-002,2017-07-11,115.00
ORD-00381,CUST-050,ST-TX-002,2018-05-08,140.00
ORD-00382,CUST-050,ST-CA-001,2019-12-22,125.97
ORD-00383,CUST-050,ST-CA-001,2020-03-30,270.00
ORD-00384,CUST-050,ST-NY-001,2021-08-26,160.00
ORD-00385,CUST-050,ST-PA-001,2022-01-29,140.00
ORD-00386,CUST-050,ST-CA-002,2023-06-06,140.00
ORD-00387,CUST-050,ST-CA-002,2025-08-27,160.00
ORD-00388,CUST-051,ST-PA-001,2026-02-26,60.00
ORD-00389,CUST-051,ST-NY-001,2026-03-26,270.00
ORD-00390,CUST-051,ST-CA-002,2026-05-25,125.97
ORD-00391,CUST-051,ST-NY-001,2026-06-02,160.00
ORD-00392,CUST-051,ST-TX-001,2026-06-05,140.00
ORD-00393,CUST-051,ST-TX-002,2026-06-13,165.00
ORD-00394,CUST-052,ST-CA-001,2019-12-23,260.00
ORD-00395,CUST-052,ST-CA-001,2020-01-15,115.00
ORD-00396,CUST-052,ST-PA-001,2020-04-03,170.00
ORD-00397,CUST-052,ST-TX-001,2021-02-23,180.00
ORD-00398,CUST-052,ST-PA-001,2022-05-26,170.00
ORD-00399,CUST-052,ST-TX-002,2022-06-23,85.00
ORD-00400,CUST-052,ST-PA-001,2022-11-04,150.00
ORD-00401,CUST-052,ST-PA-001,2024-01-24,170.00
ORD-00402,CUST-052,ST-PA-001,2024-01-26,130.00
ORD-00403,CUST-052,ST-TX-001,2024-12-17,115.00
ORD-00404,CUST-052,ST-TX-001,2026-05-31,150.00
ORD-00405,CUST-053,ST-TX-002,2017-09-10,230.00
ORD-00406,CUST-053,ST-NY-001,2022-05-08,165.00
ORD-00407,CUST-053,ST-CA-001,2022-10-06,140.00
ORD-00408,CUST-053,ST-PA-001,2023-02-08,115.00
ORD-00409,CUST-053,ST-CA-002,2025-07-26,180.00
ORD-00410,CUST-054,ST-CA-001,2021-06-27,230.00
ORD-00411,CUST-054,ST-PA-002,2023-01-01,180.00
ORD-00412,CUST-054,ST-CA-001,2023-07-13,260.00
ORD-00413,CUST-054,ST-FL-001,2024-05-16,140.00
ORD-00414,CUST-054,ST-CA-001,2024-09-20,78.00
ORD-00415,CUST-054,ST-FL-001,2024-11-22,160.00
ORD-00416,CUST-054,ST-TX-002,2024-11-25,60.00
ORD-00417,CUST-054,ST-CA-002,2025-01-21,69.97
ORD-00418,CUST-054,ST-CA-001,2025-08-10,160.00
ORD-00419,CUST-054,ST-CA-001,2026-03-24,170.00
ORD-00420,CUST-054,ST-PA-001,2026-05-07,75.00
ORD-00421,CUST-054,ST-TX-001,2026-05-11,60.00
ORD-00422,CUST-055,ST-NY-001,2023-02-01,140.00
ORD-00423,CUST-055,ST-PA-001,2023-07-08,115.00
ORD-00424,CUST-055,ST-FL-001,2025-10-26,115.00
ORD-00425,CUST-055,ST-FL-001,2025-12-23,100.00
ORD-00426,CUST-056,ST-FL-001,2024-01-10,140.00
ORD-00427,CUST-056,ST-TX-001,2024-02-25,75.00
ORD-00428,CUST-056,ST-TX-001,2024-04-16,85.00
ORD-00429,CUST-056,ST-TX-001,2024-05-07,180.00
ORD-00430,CUST-056,ST-NY-001,2024-05-13,140.00
ORD-00431,CUST-056,ST-TX-001,2024-07-02,250.00
ORD-00432,CUST-056,ST-NY-001,2024-10-11,115.00
ORD-00433,CUST-056,ST-PA-002,2025-08-12,75.00
ORD-00434,CUST-056,ST-FL-001,2025-10-08,140.00
ORD-00435,CUST-057,ST-PA-002,2024-08-26,140.00
ORD-00436,CUST-057,ST-CA-002,2024-10-09,125.97
