order_id,sku,quantity,price
ORD-00062,3025516-002,1,140.00
ORD-00063,3026534-100,1,160.00
ORD-00064,3026519,1,140.00
ORD-00065,DD1503-101,1,115.00
ORD-00066,HF6416-300,1,170.00
ORD-00067,6008994,1,140.00
ORD-00068,3021235,1,60.00
ORD-00069,DD8959-100,1,115.00
ORD-00070,FN8454-300,1,180.00
ORD-00071,6009107,1,100.00
ORD-00072,DD1391-100,1,115.00
ORD-00073,6006723,1,75.00
ORD-00074,IM2509-100,1,160.00
ORD-00075,HQ2050-106,1,230.00
ORD-00076,3026685-001,1,75.00
ORD-00077,6006723,1,75.00
ORD-00078,6008994,1,140.00
ORD-00079,6009107,1,100.00
ORD-00080,DD1391-100,1,115.00
ORD-00081,3026501,1,98.97
ORD-00082,FV2338-103,1,140.00
ORD-00083,HV8113-103,1,180.00
ORD-00084,3025517-002,1,140.00
ORD-00085,6006725,1,75.00
ORD-00086,6008994,1,140.00
ORD-00087,6005377,1,250.00
ORD-00088,6009107,1,100.00
ORD-00089,3026535-100,1,160.00
ORD-00090,6006723,1,75.00
ORD-00091,HF6414-300,1,270.00
ORD-00092,6006723,1,75.00
ORD-00093,IM2509-100,1,160.00
ORD-00094,DD8959-100,1,115.00
ORD-00095,6006723,1,75.00
ORD-00096,HV8150-301,1,180.00
ORD-00097,IQ3925-001,1,165.00
ORD-00098,6014417,1,85.00
ORD-00099,IM2509-100,1,160.00
ORD-00100,CW2288-111,1,115.00
ORD-00101,3026501,1,98.97
ORD-00102,HF5668-003,1,260.00
ORD-00103,3026685-001,1,75.00
ORD-00104,HV8116-310,1,155.00
ORD-00105,IM2509-100,1,160.00
ORD-00106,6008994,1,140.00
ORD-00107,DD1391-100,1,115.00
ORD-00108,3026534-100,1,160.00
ORD-00109,3021235,1,60.00
ORD-00110,3026686-001,1,75.00
ORD-00111,HV8116-310,1,155.00
ORD-00112,6006030,1,160.00
ORD-00113,6000007,1,130.00
ORD-00114,3026535-100,1,160.00
ORD-00115,FV3929-103,1,150.00
ORD-00116,CW2288-111,1,115.00
ORD-00117,IM2509-100,1,160.00
ORD-00118,3026519,1,140.00
ORD-00119,DV3853-001,1,140.00
ORD-00120,3026535-100,1,160.00
ORD-00121,IM2509-100,1,160.00
ORD-00122,DD8959-100,1,115.00
ORD-00123,FN8454-300,1,180.00
ORD-00124,DD1391-100,1,115.00
ORD-00125,6008994,1,140.00
ORD-00126,6009107,1,100.00
ORD-00127,IM2509-100,1,160.00
ORD-00128,3021235,1,60.00
ORD-00129,3025517-002,1,140.00
ORD-00130,3021235,1,60.00
ORD-00131,DD1503-101,1,115.00
ORD-00132,3026685-001,1,75.00
ORD-00133,FV3929-103,1,150.00
ORD-00134,DD1503-101,1,115.00
ORD-00135,HF5668-003,1,260.00
ORD-00136,3026534-100,1,160.00
ORD-00137,6007639,1,170.00
ORD-00138,HV8150-301,1,180.00
ORD-00139,IQ3925-001,1,165.00
ORD-00140,6005377,1,250.00
ORD-00141,3026519,1,140.00
ORD-00142,DD1503-101,1,115.00
ORD-00143,3025516-002,1,140.00
ORD-00144,6006723,1,75.00
ORD-00145,3026519,1,140.00
ORD-00146,HF6414-300,1,270.00
ORD-00147,HF5668-003,1,260.00
ORD-00148,II7399-100,1,75.00
ORD-00149,IQ3925-001,1,165.00
ORD-00150,6008994,1,140.00
ORD-00151,3026686-001,1,75.00
ORD-00152,HF6416-300,1,170.00
ORD-00153,HV8113-103,1,180.00
ORD-00154,IM2509-100,1,160.00
ORD-00155,DD1391-100,1,115.00
ORD-00156,3026535-100,1,160.00
ORD-00157,IQ3925-001,1,165.00
ORD-00158,IM2509-100,1,160.00
ORD-00159,3026686-001,1,75.00
ORD-00160,3026501,1,98.97
ORD-00161,FV3929-103,1,150.00
ORD-00162,FD8311-300,1,295.00
ORD-00163,HV8150-301,1,180.00
ORD-00164,DV3854-001,1,140.00
ORD-00165,HF6416-300,1,170.00
ORD-00166,HF5668-003,1,260.00
ORD-00167,6007639,1,170.00
ORD-00168,DD1391-100,1,115.00
ORD-00169,3026534-100,1,160.00
ORD-00170,DV3854-001,1,140.00
ORD-00171,3026501,1,98.97
ORD-00172,IM2509-100,1,160.00
ORD-00173,3025516-002,1,140.00
ORD-00174,6006725,1,75.00
ORD-00175,IQ3925-001,1,165.00
ORD-00176,3026519,1,140.00
ORD-00177,6000007,1,130.00
ORD-00178,CW2288-111,1,115.00
ORD-00179,3026685-001,1,75.00
ORD-00180,HQ2050-106,1,230.00
ORD-00181,DD1503-101,1,115.00
ORD-00182,FN8454-300,1,180.00
ORD-00183,6014417,1,85.00
ORD-00184,3025516-002,1,140.00
ORD-00185,6006030,1,160.00
ORD-00186,DV3854-001,1,140.00
ORD-00187,FD8311-300,1,295.00
ORD-00188,3026519,1,140.00
ORD-00189,DD8959-100,1,115.00
ORD-00190,FV2338-103,1,140.00
ORD-00191,3025517-002,1,140.00
ORD-00192,HF5668-003,1,260.00
ORD-00193,3026685-001,1,75.00
ORD-00194,6009107,1,100.00
ORD-00195,6013582,1,78.00
ORD-00196,CW2288-111,1,115.00
ORD-00197,6006723,1,75.00
ORD-00198,FV2338-103,1,140.00
ORD-00199,3026501,1,98.97
ORD-00200,3026535-100,1,160.00
ORD-00201,DD1391-100,1,115.00
ORD-00202,6006723,1,75.00
ORD-00203,FD8311-300,1,295.00
ORD-00204,II7399-100,1,75.00
ORD-00205,DD1503-101,1,115.00
ORD-00206,6013582,1,78.00
ORD-00207,6005287,1,125.97
ORD-00208,6007639,1,170.00
ORD-00209,6013582,1,78.00
ORD-00210,3026534-100,1,160.00
ORD-00211,3025517-002,1,140.00
ORD-00212,6006725,1,75.00
ORD-00213,DV3853-001,1,140.00
ORD-00214,3026501,1,98.97
ORD-00215,HV8116-310,1,155.00
ORD-00216,3021235,1,60.00
ORD-00217,6009107,1,100.00
ORD-00218,3026501,1,98.97
ORD-00219,6007639,1,170.00
ORD-00220,3026534-100,1,160.00
ORD-00221,3026686-001,1,75.00
ORD-00222,6009107,1,100.00
ORD-00223,6008994,1,140.00
ORD-00224,6013582,1,78.00
ORD-00225,FD8311-300,1,295.00
ORD-00226,HF5668-003,1,260.00
ORD-00227,3026685-001,1,75.00
ORD-00228,3026685-001,1,75.00
ORD-00229,HQ2050-106,1,230.00
ORD-00230,HF6414-300,1,270.00
ORD-00231,6005377,1,250.00
ORD-00232,3026535-100,1,160.00
ORD-00233,3026501,1,98.97
ORD-00234,6006725,1,75.00
ORD-00235,FN8454-300,1,180.00
ORD-00236,DD1503-101,1,115.00
ORD-00237,HV8113-103,1,180.00
ORD-00238,3026175,1,69.97
ORD-00239,HF6414-300,1,270.00
ORD-00240,HV8113-103,1,180.00
ORD-00241,HF6414-300,1,270.00
ORD-00242,CW2288-111,1,115.00
ORD-00243,HF5668-003,1,260.00
ORD-00244,HQ2050-106,1,230.00
ORD-00245,6006030,1,160.00
ORD-00246,FV2338-103,1,140.00
ORD-00247,6006030,1,160.00
ORD-00248,DD8959-100,1,115.00
ORD-00249,HQ2050-106,1,230.00
ORD-00250,FV2338-103,1,140.00
ORD-00251,HF6414-300,1,270.00
ORD-00252,6005287,1,125.97
ORD-00253,6007639,1,170.00
ORD-00254,6013582,1,78.00
ORD-00255,FN8454-300,1,180.00
ORD-00256,IM2509-100,1,160.00
ORD-00257,6007639,1,170.00
ORD-00258,3025516-002,1,140.00
ORD-00259,II7399-100,1,75.00
ORD-00260,6000007,1,130.00
ORD-00261,6007639,1,170.00
ORD-00262,FN8454-300,1,180.00
ORD-00263,HF6414-300,1,270.00
ORD-00264,3026519,1,140.00
ORD-00265,FV2338-103,1,140.00
ORD-00266,3026175,1,69.97
ORD-00267,3025517-002,1,140.00
ORD-00268,CW2288-111,1,115.00
ORD-00269,3026175,1,69.97
ORD-00270,HF6414-300,1,270.00
ORD-00271,3025516-002,1,140.00
ORD-00272,HF6414-300,1,270.00
ORD-00273,6013582,1,78.00
ORD-00274,6009107,1,100.00
ORD-00275,3025517-002,1,140.00
ORD-00276,3026519,1,140.00
ORD-00277,II7399-100,1,75.00
ORD-00278,3025516-002,1,140.00
ORD-00279,HV8150-301,1,180.00
ORD-00280,II7399-100,1,75.00
ORD-00281,FV3929-103,1,150.00
ORD-00282,HQ2050-106,1,230.00
ORD-00283,6013582,1,78.00
ORD-00284,IQ3928-001,1,155.00
ORD-00285,FD8311-300,1,295.00
ORD-00286,3021235,1,60.00
ORD-00287,6006030,1,160.00
ORD-00288,DD1391-100,1,115.00
ORD-00289,DV3853-001,1,140.00
ORD-00290,DV3854-001,1,140.00
ORD-00291,FN8454-300,1,180.00
ORD-00292,FV3929-103,1,150.00
ORD-00293,IQ3925-001,1,165.00
ORD-00294,6006725,1,75.00
ORD-00295,FD8311-300,1,295.00
ORD-00296,3025517-002,1,140.00
ORD-00297,HQ2050-106,1,230.00
ORD-00298,FD8311-300,1,295.00
ORD-00299,HF6414-300,1,270.00
ORD-00300,DD1503-101,1,115.00
ORD-00301,DD1391-100,1,115.00
ORD-00302,6005287,1,125.97
ORD-00303,II7399-100,1,75.00
ORD-00304,IM2509-100,1,160.00
ORD-00305,6013582,1,78.00
ORD-00306,3021235,1,60.00
ORD-00307,IM2509-100,1,160.00
ORD-00308,FV3929-103,1,150.00
ORD-00309,3026175,1,69.97
ORD-00310,6013582,1,78.00
ORD-00311,6005287,1,125.97
ORD-00312,6005287,1,125.97
ORD-00313,3026685-001,1,75.00
ORD-00314,IQ3925-001,1,165.00
ORD-00315,HF6414-300,1,270.00
ORD-00316,HV8150-301,1,180.00
ORD-00317,6007639,1,170.00
ORD-00318,HV8113-103,1,180.00
ORD-00319,6006723,1,75.00
ORD-00320,DD1391-100,1,115.00
ORD-00321,6009107,1,100.00
ORD-00322,CW2288-111,1,115.00
ORD-00323,DD1503-101,1,115.00
ORD-00324,DD1391-100,1,115.00
ORD-00325,3026685-001,1,75.00
ORD-00326,6006030,1,160.00
ORD-00327,II7399-100,1,75.00
ORD-00328,FD8311-300,1,295.00
ORD-00329,FD8311-300,1,295.00
ORD-00330,6005287,1,125.97
ORD-00331,HV8116-310,1,155.00
ORD-00332,FV2338-103,1,140.00
ORD-00333,DD1391-100,1,115.00
ORD-00334,3026686-001,1,75.00
ORD-00335,6007639,1,170.00
ORD-00336,3025517-002,1,140.00
ORD-00337,3026686-001,1,75.00
ORD-00338,6009107,1,100.00
ORD-00339,6014417,1,85.00
ORD-00340,3021235,1,60.00
ORD-00341,HV8116-310,1,155.00
ORD-00342,HF5668-003,1,260.00
ORD-00343,3026501,1,98.97
ORD-00344,DD1503-101,1,115.00
ORD-00345,6006030,1,160.00
ORD-00346,DV3854-001,1,140.00
ORD-00347,3026535-100,1,160.00
ORD-00348,6013582,1,78.00
ORD-00349,HF5668-003,1,260.00
ORD-00350,DD8959-100,1,115.00
ORD-00351,6005287,1,125.97
ORD-00352,DV3854-001,1,140.00
ORD-00353,6006725,1,75.00
ORD-00354,6005287,1,125.97
ORD-00355,HQ2050-106,1,230.00
ORD-00356,3025517-002,1,140.00
ORD-00357,DD8959-100,1,115.00
ORD-00358,3026685-001,1,75.00
ORD-00359,3026501,1,98.97
ORD-00360,6005287,1,125.97
ORD-00361,HF6416-300,1,170.00
ORD-00362,DD1503-101,1,115.00
ORD-00363,6009107,1,100.00
ORD-00364,3025516-002,1,140.00
ORD-00365,6009107,1,100.00
ORD-00366,FD8311-300,1,295.00
ORD-00367,IQ3925-001,1,165.00
ORD-00368,IM2509-100,1,160.00
ORD-00369,FV2338-103,1,140.00
ORD-00370,6006723,1,75.00
ORD-00371,HF6416-300,1,170.00
ORD-00372,3026519,1,140.00
ORD-00373,IQ3928-001,1,155.00
ORD-00374,II7399-100,1,75.00
ORD-00375,3021235,1,60.00
ORD-00376,3026535-100,1,160.00
ORD-00377,3025516-002,1,140.00
ORD-00378,IQ3925-001,1,165.00
ORD-00379,3025517-002,1,140.00
ORD-00380,DD1391-100,1,115.00
ORD-00381,DV3854-001,1,140.00
ORD-00382,6005287,1,125.97
ORD-00383,HF6414-300,1,270.00
ORD-00384,3026535-100,1,160.00
ORD-00385,3026519,1,140.00
ORD-00386,DV3853-001,1,140.00
ORD-00387,3026534-100,1,160.00
ORD-00388,3021235,1,60.00
ORD-00389,HF6414-300,1,270.00
ORD-00390,6005287,1,125.97
ORD-00391,3026534-100,1,160.00
ORD-00392,6008994,1,140.00
ORD-00393,IQ3925-001,1,165.00
ORD-00394,HF5668-003,1,260.00
ORD-00395,DD1391-100,1,115.00
ORD-00396,HF6416-300,1,170.00
ORD-00397,HV8150-301,1,180.00
ORD-00398,6007639,1,170.00
ORD-00399,6014417,1,85.00
ORD-00400,FV3929-103,1,150.00
ORD-00401,HF6416-300,1,170.00
ORD-00402,6000007,1,130.00
ORD-00403,CW2288-111,1,115.00
ORD-00404,FV3929-103,1,150.00
ORD-00405,HQ2050-106,1,230.00
ORD-00406,IQ3925-001,1,165.00
ORD-00407,FV2338-103,1,140.00
ORD-00408,DD1391-100,1,115.00
ORD-00409,HV8150-301,1,180.00
ORD-00410,HQ2050-106,1,230.00
ORD-00411,HV8150-301,1,180.00
ORD-00412,HF5668-003,1,260.00
ORD-00413,3025516-002,1,140.00
ORD-00414,6013582,1,78.00
ORD-00415,IM2509-100,1,160.00
ORD-00416,3021235,1,60.00
ORD-00417,3026175,1,69.97
ORD-00418,6006030,1,160.00
ORD-00419,HF6416-300,1,170.00
ORD-00420,3026686-001,1,75.00
ORD-00421,3021235,1,60.00
ORD-00422,3025516-002,1,140.00
ORD-00423,CW2288-111,1,115.00
ORD-00424,CW2288-111,1,115.00
ORD-00425,6009107,1,100.00
ORD-00426,FV2338-103,1,140.00
ORD-00427,3026686-001,1,75.00
ORD-00428,6014417,1,85.00
ORD-00429,HV8113-103,1,180.00
ORD-00430,DV3853-001,1,140.00
ORD-00431,6005377,1,250.00
ORD-00432,DD1503-101,1,115.00
ORD-00433,3026686-001,1,75.00
ORD-00434,DV3854-001,1,140.00
ORD-00435,DV3854-001,1,140.00
ORD-00436,6005287,1,125.97
ORD-00437,3026685-001,1,75.00
ORD-00438,3026534-100,1,160.00
ORD-00439,6006723,1,75.00
ORD-00440,3026175,1,69.97
ORD-00441,HQ2050-106,1,230.00
ORD-00442,DD1503-101,1,115.00
ORD-00443,DD1391-100,1,115.00
ORD-00444,3026501,1,98.97
ORD-00445,HQ2050-106,1,230.00
ORD-00446,6013582,1,78.00
ORD-00447,HF6416-300,1,170.00
ORD-00448,DD1391-100,1,115.00
ORD-00449,3026175,1,69.97
ORD-00450,CW2288-111,1,115.00
ORD-00451,3026519,1,140.00
ORD-00452,FV2338-103,1,140.00
ORD-00453,6000007,1,130.00
ORD-00454,3026501,1,98.97
ORD-00455,3025516-002,1,140.00
ORD-00456,6006030,1,160.00
ORD-00457,HV8116-310,1,155.00
ORD-00458,3026535-100,1,160.00
ORD-00459,DD8959-100,1,115.00
ORD-00460,DV3853-001,1,140.00
ORD-00461,6006723,1,75.00
ORD-00462,IQ3925-001,1,165.00
ORD-00463,IQ3928-001,1,155.00
ORD-00464,6014417,1,85.00
ORD-00465,HV8116-310,1,155.00
ORD-00466,FV3929-103,1,150.00
ORD-00467,IQ3928-001,1,155.00
ORD-00468,FD8311-300,1,295.00
ORD-00469,3025516-002,1,140.00
ORD-00470,3026519,1,140.00
ORD-00471,3021235,1,60.00
ORD-00472,3026175,1,69.97
ORD-00473,HF6416-300,1,170.00
ORD-00474,6008994,1,140.00
ORD-00475,6013582,1,78.00
ORD-00476,3026686-001,1,75.00
ORD-00477,IM2509-100,1,160.00
ORD-00478,DV3854-001,1,140.00
ORD-00479,IQ3925-001,1,165.00
ORD-00480,FD8311-300,1,295.00
ORD-00481,3025516-002,1,140.00
ORD-00482,CW2288-111,1,115.00
ORD-00483,3026534-100,1,160.00
ORD-00484,3026175,1,69.97
ORD-00485,3021235,1,60.00
ORD-00486,3025516-002,1,140.00
ORD-00487,HV8116-310,1,155.00
ORD-00488,HF5668-003,1,260.00
ORD-00489,3026686-001,1,75.00
ORD-00490,HQ2050-106,1,230.00
ORD-00491,IM2509-100,1,160.00
ORD-00492,FV3929-103,1,150.00
ORD-00493,HF5668-003,1,260.00
ORD-00494,HF6416-300,1,170.00
ORD-00495,3025517-002,1,140.00
ORD-00496,IM2509-100,1,160.00
ORD-00497,6013582,1,78.00
ORD-00498,IQ3925-001,1,165.00
ORD-00499,FV3929-103,1,150.00
ORD-00500,HF6414-300,1,270.00
ORD-00501,DD1391-100,1,115.00
ORD-00502,DD1391-100,1,115.00
ORD-00503,HV8113-103,1,180.00
ORD-00504,3026685-001,1,75.00
ORD-00505,6005377,1,250.00
ORD-00506,3025517-002,1,140.00
ORD-00507,3026175,1,69.97
ORD-00508,HF6414-300,1,270.00
ORD-00509,6006725,1,75.00
ORD-00510,3025517-002,1,140.00
ORD-00511,3026175,1,69.97
ORD-00512,HF5668-003,1,260.00
ORD-00513,6006030,1,160.00
ORD-00514,HF6416-300,1,170.00
ORD-00515,6013582,1,78.00
ORD-00516,IM2509-100,1,160.00
ORD-00517,3026175,1,69.97
ORD-00518,FV3929-103,1,150.00
ORD-00519,3026501,1,98.97
ORD-00520,3026534-100,1,160.00
ORD-00521,IQ3928-001,1,155.00
ORD-00522,6000007,1,130.00
ORD-00523,3025516-002,1,140.00
ORD-00524,FD8311-300,1,295.00
ORD-00525,IQ3925-001,1,165.00
ORD-00526,DD1503-101,1,115.00
ORD-00527,DD1391-100,1,115.00
ORD-00528,FV2338-103,1,140.00
ORD-00529,HV8113-103,1,180.00
ORD-00530,IM2509-100,1,160.00
ORD-00531,3026686-001,1,75.00
ORD-00532,IQ3925-001,1,165.00
ORD-00533,3026535-100,1,160.00
ORD-00534,FV2338-103,1,140.00
ORD-00535,DD1391-100,1,115.00
ORD-00536,3025516-002,1,140.00
ORD-00537,6005287,1,125.97
ORD-00538,6006725,1,75.00
ORD-00539,6013582,1,78.00
ORD-00540,6000007,1,130.00
ORD-00541,6005287,1,125.97
ORD-00542,3026685-001,1,75.00
ORD-00543,HF6416-300,1,170.00
ORD-00544,HF6416-300,1,170.00
ORD-00545,DD1391-100,1,115.00
ORD-00546,IQ3925-001,1,165.00
ORD-00547,3025516-002,1,140.00
ORD-00548,HF6414-300,1,270.00
ORD-00549,3025516-002,1,140.00
ORD-00550,3026534-100,1,160.00
ORD-00551,FD8311-300,1,295.00
ORD-00552,6007639,1,170.00
ORD-00553,FV2338-103,1,140.00
ORD-00554,3026519,1,140.00
ORD-00555,HV8150-301,1,180.00
ORD-00556,6014417,1,85.00
ORD-00557,HV8113-103,1,180.00
ORD-00558,DV3853-001,1,140.00
ORD-00559,3025517-002,1,140.00
ORD-00560,6000007,1,130.00
ORD-00561,3026534-100,1,160.00
ORD-00562,6000007,1,130.00
ORD-00563,3026175,1,69.97
ORD-00564,6013582,1,78.00
ORD-00565,HF5668-003,1,260.00
ORD-00566,3026501,1,98.97
ORD-00567,HV8113-103,1,180.00
ORD-00568,3026175,1,69.97
ORD-00569,3026686-001,1,75.00
ORD-00570,HQ2050-106,1,230.00
ORD-00571,6005287,1,125.97
ORD-00572,II7399-100,1,75.00
ORD-00573,3026175,1,69.97
ORD-00574,II7399-100,1,75.00
ORD-00575,6000007,1,130.00
ORD-00576,3026685-001,1,75.00
ORD-00577,6006723,1,75.00
ORD-00578,3026519,1,140.00
ORD-00579,FV2338-103,1,140.00
ORD-00580,DD1391-100,1,115.00
ORD-00581,6008994,1,140.00
ORD-00582,HF5668-003,1,260.00
ORD-00583,HV8116-310,1,155.00
ORD-00584,DD8959-100,1,115.00
ORD-00585,IM2509-100,1,160.00
ORD-00586,6008994,1,140.00
ORD-00587,6007639,1,170.00
ORD-00588,HV8113-103,1,180.00
ORD-00589,6009107,1,100.00
ORD-00590,II7399-100,1,75.00
ORD-00591,6007639,1,170.00
ORD-00592,HQ2050-106,1,230.00
ORD-00593,HF6416-300,1,170.00
ORD-00594,6006723,1,75.00
ORD-00595,6008994,1,140.00
ORD-00596,IQ3925-001,1,165.00
ORD-00597,DV3854-001,1,140.00
ORD-00598,6005377,1,250.00
ORD-00599,6006723,1,75.00
ORD-00600,DV3853-001,1,140.00
ORD-00601,6008994,1,140.00
ORD-00602,6007639,1,170.00
ORD-00603,IQ3928-001,1,155.00
ORD-00604,6005287,1,125.97
ORD-00605,6008994,1,140.00
ORD-00606,3026519,1,140.00
ORD-00607,FD8311-300,1,295.00
ORD-00608,6005377,1,250.00
ORD-00609,6005377,1,250.00
ORD-00610,6006030,1,160.00
ORD-00611,6014417,1,85.00
ORD-00612,3025516-002,1,140.00
ORD-00613,6008994,1,140.00
ORD-00614,6006723,1,75.00
ORD-00615,3026535-100,1,160.00
ORD-00616,6009107,1,100.00
ORD-00617,CW2288-111,1,115.00
ORD-00618,IQ3928-001,1,155.00
ORD-00619,IM2509-100,1,160.00
ORD-00620,6005377,1,250.00
ORD-00621,HV8150-301,1,180.00
ORD-00622,6009107,1,100.00
ORD-00623,FD8311-300,1,295.00
ORD-00624,6014417,1,85.00
ORD-00625,3026175,1,69.97
ORD-00626,6013582,1,78.00
ORD-00627,6009107,1,100.00
ORD-00628,HV8150-301,1,180.00
ORD-00629,IQ3928-001,1,155.00
ORD-00630,HF6416-300,1,170.00
ORD-00631,FV2338-103,1,140.00
ORD-00632,6005287,1,125.97
ORD-00633,3025516-002,1,140.00
ORD-00634,6014417,1,85.00
ORD-00635,6006725,1,75.00
ORD-00636,IQ3925-001,1,165.00
ORD-00637,HF6414-300,1,270.00
ORD-00638,6000007,1,130.00
ORD-00639,HF6416-300,1,170.00
ORD-00640,3026535-100,1,160.00
ORD-00641,FN8454-300,1,180.00
ORD-00642,3021235,1,60.00
ORD-00643,FN8454-300,1,180.00
ORD-00644,6006723,1,75.00
ORD-00645,3026175,1,69.97
ORD-00646,HV8116-310,1,155.00
ORD-00647,FD8311-300,1,295.00
ORD-00648,FV3929-103,1,150.00
ORD-00649,6006030,1,160.00
ORD-00650,HF5668-003,1,260.00
ORD-00651,II7399-100,1,75.00
ORD-00652,HF5668-003,1,260.00
ORD-00653,CW2288-111,1,115.00
ORD-00654,HV8113-103,1,180.00
ORD-00655,6014417,1,85.00
ORD-00656,3025516-002,1,140.00
ORD-00657,IQ3925-001,1,165.00
ORD-00658,HV8150-301,1,180.00
ORD-00659,FV3929-103,1,150.00
ORD-00660,HQ2050-106,1,230.00
ORD-00661,FN8454-300,1,180.00
ORD-00662,HF6416-300,1,170.00
ORD-00663,FV2338-103,1,140.00
ORD-00664,DD8959-100,1,115.00
ORD-00665,6005287,1,125.97
ORD-00666,DV3853-001,1,140.00
ORD-00667,DD1503-101,1,115.00
ORD-00668,FN8454-300,1,180.00
ORD-00669,3026519,1,140.00
ORD-00670,6008994,1,140.00
ORD-00671,3026535-100,1,160.00
ORD-00672,3021235,1,60.00
ORD-00673,HV8150-301,1,180.00
ORD-00674,CW2288-111,1,115.00
ORD-00675,6000007,1,130.00
ORD-00676,3026685-001,1,75.00
ORD-00677,FV2338-103,1,140.00
ORD-00678,HF6416-300,1,170.00
ORD-00679,6007639,1,170.00
ORD-00680,6014417,1,85.00
ORD-00681,HQ2050-106,1,230.00
ORD-00682,3026685-001,1,75.00
ORD-00683,IQ3925-001,1,165.00
ORD-00684,FD8311-300,1,295.00
ORD-00685,HQ2050-106,1,230.00
ORD-00686,3021235,1,60.00
ORD-00687,CW2288-111,1,115.00
ORD-00688,HF5668-003,1,260.00
ORD-00689,6006725,1,75.00
ORD-00690,6000007,1,130.00
ORD-00691,FV2338-103,1,140.00
ORD-00692,FN8454-300,1,180.00
ORD-00693,3026519,1,140.00
ORD-00694,DV3853-001,1,140.00
ORD-00695,3025517-002,1,140.00
ORD-00696,DV3853-001,1,140.00
ORD-00697,HF6414-300,1,270.00
ORD-00698,6006030,1,160.00
ORD-00699,6009107,1,100.00
ORD-00700,HF6414-300,1,270.00
ORD-00701,HF5668-003,1,260.00
ORD-00702,FN8454-300,1,180.00
ORD-00703,HV8116-310,1,155.00
ORD-00704,3021235,1,60.00
ORD-00705,FV3929-103,1,150.00
ORD-00706,6000007,1,130.00
ORD-00707,HF6414-300,1,270.00
ORD-00708,6006030,1,160.00
ORD-00709,HQ2050-106,1,230.00
ORD-00710,DV3854-001,1,140.00
ORD-00711,6006725,1,75.00
ORD-00712,3026685-001,1,75.00
ORD-00713,6006725,1,75.00
ORD-00714,6005377,1,250.00
ORD-00715,6006030,1,160.00
ORD-00716,FV3929-103,1,150.00
ORD-00717,FV3929-103,1,150.00
ORD-00718,HF6416-300,1,170.00
ORD-00719,6000007,1,130.00
ORD-00720,IQ3925-001,1,165.00
ORD-00721,3026686-001,1,75.00
ORD-00722,HV8150-301,1,180.00
ORD-00723,FN8454-300,1,180.00
ORD-00724,3026685-001,1,75.00
ORD-00725,IQ3925-001,1,165.00
ORD-00726,DV3854-001,1,140.00
ORD-00727,6009107,1,100.00
ORD-00728,IQ3925-001,1,165.00
ORD-00729,DD1391-100,1,115.00
ORD-00730,CW2288-111,1,115.00
ORD-00731,FV2338-103,1,140.00
ORD-00732,HQ2050-106,1,230.00
ORD-00733,6006030,1,160.00
ORD-00734,3026535-100,1,160.00
ORD-00735,HV8116-310,1,155.00
ORD-00736,6006725,1,75.00
ORD-00737,HV8150-301,1,180.00
ORD-00738,6006725,1,75.00
ORD-00739,DV3854-001,1,140.00
ORD-00740,HV8113-103,1,180.00
